"","year","period","value_earnings","industry_text"
"1857",2010,"08",14454.3,"Retail trade"
"1858",2010,"09",14478.3,"Retail trade"
"1859",2010,"10",14510.7,"Retail trade"
"1860",2010,"11",14486,"Retail trade"
"1861",2010,"12",14474.1,"Retail trade"
"1862",2011,"01",14537.1,"Retail trade"
"1863",2011,"02",14558.2,"Retail trade"
"1864",2011,"03",14589.2,"Retail trade"
"1865",2011,"04",14646.2,"Retail trade"
"1866",2011,"05",14645.8,"Retail trade"
"1867",2011,"06",14681.7,"Retail trade"
"1868",2011,"07",14725.4,"Retail trade"
"1869",2011,"08",14719.4,"Retail trade"
"1870",2011,"09",14743.8,"Retail trade"
"1871",2011,"10",14749.5,"Retail trade"
"1872",2011,"11",14754.8,"Retail trade"
"1873",2011,"12",14747,"Retail trade"
"1874",2012,"01",14817.1,"Retail trade"
"1875",2012,"02",14795.3,"Retail trade"
"1876",2012,"03",14826.1,"Retail trade"
"1877",2012,"04",14837.7,"Retail trade"
"1878",2012,"05",14834.4,"Retail trade"
"1879",2012,"06",14817.5,"Retail trade"
"1880",2012,"07",14812.4,"Retail trade"
"1881",2012,"08",14817.4,"Retail trade"
"1882",2012,"09",14853.7,"Retail trade"
"1883",2012,"10",14869,"Retail trade"
"1884",2012,"11",14944.7,"Retail trade"
"1885",2012,"12",14913.8,"Retail trade"
"1886",2013,"01",14936.3,"Retail trade"
"1887",2013,"02",14951.4,"Retail trade"
"1888",2013,"03",14949.1,"Retail trade"
"1889",2013,"04",14968.2,"Retail trade"
"1890",2013,"05",15002,"Retail trade"
"1891",2013,"06",15048.5,"Retail trade"
"1892",2013,"07",15089.7,"Retail trade"
"1893",2013,"08",15129.5,"Retail trade"
"1894",2013,"09",15162.7,"Retail trade"
"1895",2013,"10",15196.3,"Retail trade"
"1896",2013,"11",15212.3,"Retail trade"
"1897",2013,"12",15287.7,"Retail trade"
"1898",2014,"01",15262.9,"Retail trade"
"1899",2014,"02",15243.7,"Retail trade"
"1900",2014,"03",15248.1,"Retail trade"
"1901",2014,"04",15303,"Retail trade"
"1902",2014,"05",15322.9,"Retail trade"
"1903",2014,"06",15351.8,"Retail trade"
"1904",2014,"07",15374.9,"Retail trade"
"1905",2014,"08",15386.2,"Retail trade"
"1906",2014,"09",15418.9,"Retail trade"
"1907",2014,"10",15469.7,"Retail trade"
"1908",2014,"11",15502.9,"Retail trade"
"1909",2014,"12",15510.5,"Retail trade"
"1910",2015,"01",15520.2,"Retail trade"
"1911",2015,"02",15535.1,"Retail trade"
"1912",2015,"03",15547.7,"Retail trade"
"1913",2015,"04",15566.9,"Retail trade"
"1914",2015,"05",15595.9,"Retail trade"
"1915",2015,"06",15618.7,"Retail trade"
"1916",2015,"07",15639,"Retail trade"
"1917",2015,"08",15637.7,"Retail trade"
"1918",2015,"09",15642.9,"Retail trade"
"1919",2015,"10",15675.4,"Retail trade"
"1920",2015,"11",15695,"Retail trade"
"1921",2015,"12",15699,"Retail trade"
"1922",2016,"01",15724.7,"Retail trade"
"1923",2016,"02",15771.9,"Retail trade"
"1924",2016,"03",15810,"Retail trade"
"1925",2016,"04",15813.6,"Retail trade"
"1926",2016,"05",15813.1,"Retail trade"
"1927",2016,"06",15843.6,"Retail trade"
"1928",2016,"07",15859.2,"Retail trade"
"1929",2016,"08",15876.6,"Retail trade"
"1930",2016,"09",15885.4,"Retail trade"
"1931",2016,"10",15887.8,"Retail trade"
"1932",2016,"11",15862.3,"Retail trade"
"1933",2016,"12",15892.4,"Retail trade"
"1934",2017,"01",15920.4,"Retail trade"
"1935",2017,"02",15880.4,"Retail trade"
"1936",2017,"03",15862.2,"Retail trade"
"1937",2017,"04",15854.1,"Retail trade"
"1938",2017,"05",15824.8,"Retail trade"
"1939",2017,"06",15831.4,"Retail trade"
"1940",2017,"07",15823.1,"Retail trade"
"1941",2017,"08",15822.9,"Retail trade"
"1942",2017,"09",15815.2,"Retail trade"
"1943",2017,"10",15810.9,"Retail trade"
"1944",2017,"11",15816.1,"Retail trade"
"1945",2017,"12",15802.2,"Retail trade"
"1946",2018,"01",15785.5,"Retail trade"
"1947",2018,"02",15821,"Retail trade"
"1948",2018,"03",15833,"Retail trade"
"1949",2018,"04",15832.1,"Retail trade"
"1950",2018,"05",15836.4,"Retail trade"
"1951",2018,"06",15797.5,"Retail trade"
"1952",2018,"07",15785.4,"Retail trade"
"1953",2018,"08",15788.1,"Retail trade"
"1954",2018,"09",15741.6,"Retail trade"
"1955",2018,"10",15702.5,"Retail trade"
"1956",2018,"11",15729.6,"Retail trade"
"1957",2018,"12",15704.4,"Retail trade"
"1958",2019,"01",15696.5,"Retail trade"
"1959",2019,"02",15667.2,"Retail trade"
"1960",2019,"03",15642.9,"Retail trade"
"1961",2019,"04",15631.1,"Retail trade"
"1962",2019,"05",15618.8,"Retail trade"
"1963",2019,"06",15613.4,"Retail trade"
"1964",2019,"07",15614.4,"Retail trade"
"1965",2019,"08",15613.8,"Retail trade"
"1966",2019,"09",15622.8,"Retail trade"
"1967",2019,"10",15644.7,"Retail trade"
"1968",2019,"11",15630.8,"Retail trade"
"1969",2019,"12",15672.2,"Retail trade"
"1970",2020,"01",15669,"Retail trade"
"1971",2020,"02",15672,"Retail trade"
"1972",2020,"03",15586.6,"Retail trade"
"1973",2020,"04",13287.6,"Retail trade"
"1974",2020,"05",13673.5,"Retail trade"
"1975",2020,"06",14500.4,"Retail trade"
"1976",2020,"07",14758.7,"Retail trade"
"1977",2000,"01",4363.7,"Transportation and warehousing"
"1978",2000,"02",4372.8,"Transportation and warehousing"
"1979",2000,"03",4381.3,"Transportation and warehousing"
"1980",2000,"04",4386.5,"Transportation and warehousing"
"1981",2000,"05",4381.3,"Transportation and warehousing"
"1982",2000,"06",4391.8,"Transportation and warehousing"
"1983",2000,"07",4402.5,"Transportation and warehousing"
"1984",2000,"08",4420,"Transportation and warehousing"
"1985",2000,"09",4408.6,"Transportation and warehousing"
"1986",2000,"10",4420.1,"Transportation and warehousing"
"1987",2000,"11",4435.3,"Transportation and warehousing"
"1988",2000,"12",4462.9,"Transportation and warehousing"
"1989",2001,"01",4428.6,"Transportation and warehousing"
"1990",2001,"02",4425.1,"Transportation and warehousing"
"1991",2001,"03",4431.1,"Transportation and warehousing"
"1992",2001,"04",4412.1,"Transportation and warehousing"
"1993",2001,"05",4408.1,"Transportation and warehousing"
"1994",2001,"06",4387.1,"Transportation and warehousing"
"1995",2001,"07",4390.3,"Transportation and warehousing"
"1996",2001,"08",4381.8,"Transportation and warehousing"
"1997",2001,"09",4322.3,"Transportation and warehousing"
"1998",2001,"10",4288.6,"Transportation and warehousing"
"1999",2001,"11",4241.8,"Transportation and warehousing"
"2000",2001,"12",4227.2,"Transportation and warehousing"
"2001",2002,"01",4205.5,"Transportation and warehousing"
"2002",2002,"02",4211.6,"Transportation and warehousing"
"2003",2002,"03",4201.8,"Transportation and warehousing"
"2004",2002,"04",4202,"Transportation and warehousing"
"2005",2002,"05",4206.8,"Transportation and warehousing"
"2006",2002,"06",4214.8,"Transportation and warehousing"
"2007",2002,"07",4228.2,"Transportation and warehousing"
"2008",2002,"08",4232.1,"Transportation and warehousing"
"2009",2002,"09",4202.6,"Transportation and warehousing"
"2010",2002,"10",4213.2,"Transportation and warehousing"
"2011",2002,"11",4212.5,"Transportation and warehousing"
"2012",2002,"12",4211.8,"Transportation and warehousing"
"2013",2003,"01",4197,"Transportation and warehousing"
"2014",2003,"02",4201.8,"Transportation and warehousing"
"2015",2003,"03",4188.3,"Transportation and warehousing"
"2016",2003,"04",4170.4,"Transportation and warehousing"
"2017",2003,"05",4166.4,"Transportation and warehousing"
"2018",2003,"06",4158.4,"Transportation and warehousing"
"2019",2003,"07",4150.3,"Transportation and warehousing"
"2020",2003,"08",4151.7,"Transportation and warehousing"
"2021",2003,"09",4162.1,"Transportation and warehousing"
"2022",2003,"10",4171.3,"Transportation and warehousing"
"2023",2003,"11",4174.8,"Transportation and warehousing"
"2024",2003,"12",4161.6,"Transportation and warehousing"
"2025",2004,"01",4191.7,"Transportation and warehousing"
"2026",2004,"02",4196.3,"Transportation and warehousing"
"2027",2004,"03",4213,"Transportation and warehousing"
"2028",2004,"04",4206.8,"Transportation and warehousing"
"2029",2004,"05",4219.7,"Transportation and warehousing"
"2030",2004,"06",4234.3,"Transportation and warehousing"
"2031",2004,"07",4244,"Transportation and warehousing"
"2032",2004,"08",4250.3,"Transportation and warehousing"
"2033",2004,"09",4262.6,"Transportation and warehousing"
"2034",2004,"10",4271.9,"Transportation and warehousing"
"2035",2004,"11",4270.3,"Transportation and warehousing"
"2036",2004,"12",4288.1,"Transportation and warehousing"
"2037",2005,"01",4297.2,"Transportation and warehousing"
"2038",2005,"02",4310.5,"Transportation and warehousing"
"2039",2005,"03",4320.3,"Transportation and warehousing"
"2040",2005,"04",4335.5,"Transportation and warehousing"
"2041",2005,"05",4345.2,"Transportation and warehousing"
"2042",2005,"06",4345.9,"Transportation and warehousing"
"2043",2005,"07",4358.4,"Transportation and warehousing"
"2044",2005,"08",4363.4,"Transportation and warehousing"
"2045",2005,"09",4366.5,"Transportation and warehousing"
"2046",2005,"10",4373.3,"Transportation and warehousing"
"2047",2005,"11",4386.5,"Transportation and warehousing"
"2048",2005,"12",4391.3,"Transportation and warehousing"
"2049",2006,"01",4407.9,"Transportation and warehousing"
"2050",2006,"02",4418.1,"Transportation and warehousing"
"2051",2006,"03",4417.8,"Transportation and warehousing"
"2052",2006,"04",4433.3,"Transportation and warehousing"
"2053",2006,"05",4445.8,"Transportation and warehousing"
"2054",2006,"06",4451.3,"Transportation and warehousing"
"2055",2006,"07",4465.7,"Transportation and warehousing"
"2056",2006,"08",4465.3,"Transportation and warehousing"
"2057",2006,"09",4474.5,"Transportation and warehousing"
"2058",2006,"10",4484,"Transportation and warehousing"
"2059",2006,"11",4496.1,"Transportation and warehousing"
"2060",2006,"12",4516.5,"Transportation and warehousing"
"2061",2007,"01",4518,"Transportation and warehousing"
"2062",2007,"02",4519.1,"Transportation and warehousing"
"2063",2007,"03",4522.5,"Transportation and warehousing"
"2064",2007,"04",4525,"Transportation and warehousing"
"2065",2007,"05",4526.4,"Transportation and warehousing"
"2066",2007,"06",4524.9,"Transportation and warehousing"
"2067",2007,"07",4527.9,"Transportation and warehousing"
"2068",2007,"08",4524,"Transportation and warehousing"
"2069",2007,"09",4546,"Transportation and warehousing"
"2070",2007,"10",4541.4,"Transportation and warehousing"
"2071",2007,"11",4538.6,"Transportation and warehousing"
"2072",2007,"12",4536,"Transportation and warehousing"
"2073",2008,"01",4537.8,"Transportation and warehousing"
"2074",2008,"02",4541.6,"Transportation and warehousing"
"2075",2008,"03",4542.4,"Transportation and warehousing"
"2076",2008,"04",4546.8,"Transportation and warehousing"
"2077",2008,"05",4535.2,"Transportation and warehousing"
"2078",2008,"06",4522.6,"Transportation and warehousing"
"2079",2008,"07",4517.4,"Transportation and warehousing"
"2080",2008,"08",4500.4,"Transportation and warehousing"
"2081",2008,"09",4464.8,"Transportation and warehousing"
"2082",2008,"10",4450,"Transportation and warehousing"
"2083",2008,"11",4409.1,"Transportation and warehousing"
"2084",2008,"12",4382.2,"Transportation and warehousing"
"2085",2009,"01",4358.5,"Transportation and warehousing"
"2086",2009,"02",4334.5,"Transportation and warehousing"
"2087",2009,"03",4301,"Transportation and warehousing"
"2088",2009,"04",4255.3,"Transportation and warehousing"
"2089",2009,"05",4237.4,"Transportation and warehousing"
"2090",2009,"06",4219.8,"Transportation and warehousing"
"2091",2009,"07",4198.2,"Transportation and warehousing"
"2092",2009,"08",4187.8,"Transportation and warehousing"
"2093",2009,"09",4179.5,"Transportation and warehousing"
"2094",2009,"10",4163.8,"Transportation and warehousing"
"2095",2009,"11",4158.3,"Transportation and warehousing"
"2096",2009,"12",4108.4,"Transportation and warehousing"
"2097",2010,"01",4129,"Transportation and warehousing"
"2098",2010,"02",4129.4,"Transportation and warehousing"
"2099",2010,"03",4140.8,"Transportation and warehousing"
"2100",2010,"04",4147.1,"Transportation and warehousing"
"2101",2010,"05",4158.3,"Transportation and warehousing"
"2102",2010,"06",4175.2,"Transportation and warehousing"
"2103",2010,"07",4192.6,"Transportation and warehousing"
"2104",2010,"08",4188.9,"Transportation and warehousing"
"2105",2010,"09",4206.3,"Transportation and warehousing"
"2106",2010,"10",4216.4,"Transportation and warehousing"
"2107",2010,"11",4225.3,"Transportation and warehousing"
"2108",2010,"12",4250.1,"Transportation and warehousing"
"2109",2011,"01",4217.3,"Transportation and warehousing"
"2110",2011,"02",4248.2,"Transportation and warehousing"
"2111",2011,"03",4258.7,"Transportation and warehousing"
"2112",2011,"04",4277.4,"Transportation and warehousing"
"2113",2011,"05",4285.6,"Transportation and warehousing"
"2114",2011,"06",4301.5,"Transportation and warehousing"
"2115",2011,"07",4303.8,"Transportation and warehousing"
"2116",2011,"08",4310.6,"Transportation and warehousing"
"2117",2011,"09",4315.9,"Transportation and warehousing"
"2118",2011,"10",4324.1,"Transportation and warehousing"
"2119",2011,"11",4328.2,"Transportation and warehousing"
"2120",2011,"12",4328.3,"Transportation and warehousing"
"2121",2012,"01",4346.3,"Transportation and warehousing"
"2122",2012,"02",4372.2,"Transportation and warehousing"
"2123",2012,"03",4377,"Transportation and warehousing"
"2124",2012,"04",4364.9,"Transportation and warehousing"
"2125",2012,"05",4397.5,"Transportation and warehousing"
"2126",2012,"06",4397.7,"Transportation and warehousing"
"2127",2012,"07",4409.9,"Transportation and warehousing"
"2128",2012,"08",4422.2,"Transportation and warehousing"
"2129",2012,"09",4426.1,"Transportation and warehousing"
"2130",2012,"10",4436.6,"Transportation and warehousing"
"2131",2012,"11",4428.1,"Transportation and warehousing"
"2132",2012,"12",4463.7,"Transportation and warehousing"
"2133",2013,"01",4465,"Transportation and warehousing"
"2134",2013,"02",4463.3,"Transportation and warehousing"
"2135",2013,"03",4456.9,"Transportation and warehousing"
"2136",2013,"04",4471.4,"Transportation and warehousing"
"2137",2013,"05",4467.5,"Transportation and warehousing"
"2138",2013,"06",4471.8,"Transportation and warehousing"
"2139",2013,"07",4463.9,"Transportation and warehousing"
"2140",2013,"08",4479.8,"Transportation and warehousing"
"2141",2013,"09",4506.2,"Transportation and warehousing"
"2142",2013,"10",4512.2,"Transportation and warehousing"
"2143",2013,"11",4529.8,"Transportation and warehousing"
"2144",2013,"12",4541.2,"Transportation and warehousing"
"2145",2014,"01",4561.9,"Transportation and warehousing"
"2146",2014,"02",4556.8,"Transportation and warehousing"
"2147",2014,"03",4572.6,"Transportation and warehousing"
"2148",2014,"04",4586.5,"Transportation and warehousing"
"2149",2014,"05",4614.8,"Transportation and warehousing"
"2150",2014,"06",4634,"Transportation and warehousing"
"2151",2014,"07",4661.5,"Transportation and warehousing"
"2152",2014,"08",4676.2,"Transportation and warehousing"
"2153",2014,"09",4690.1,"Transportation and warehousing"
"2154",2014,"10",4710,"Transportation and warehousing"
"2155",2014,"11",4732.6,"Transportation and warehousing"
"2156",2014,"12",4760.5,"Transportation and warehousing"
"2157",2015,"01",4769.8,"Transportation and warehousing"
"2158",2015,"02",4786,"Transportation and warehousing"
"2159",2015,"03",4799,"Transportation and warehousing"
"2160",2015,"04",4805.9,"Transportation and warehousing"
"2161",2015,"05",4828.1,"Transportation and warehousing"
"2162",2015,"06",4855.2,"Transportation and warehousing"
"2163",2015,"07",4878.6,"Transportation and warehousing"
"2164",2015,"08",4889.4,"Transportation and warehousing"
"2165",2015,"09",4898.4,"Transportation and warehousing"
"2166",2015,"10",4898.8,"Transportation and warehousing"
"2167",2015,"11",4914.7,"Transportation and warehousing"
"2168",2015,"12",4946,"Transportation and warehousing"
"2169",2016,"01",4918.3,"Transportation and warehousing"
"2170",2016,"02",4931.8,"Transportation and warehousing"
"2171",2016,"03",4948.3,"Transportation and warehousing"
"2172",2016,"04",4963.7,"Transportation and warehousing"
"2173",2016,"05",4980.6,"Transportation and warehousing"
"2174",2016,"06",4984.1,"Transportation and warehousing"
"2175",2016,"07",5008,"Transportation and warehousing"
"2176",2016,"08",5036,"Transportation and warehousing"
"2177",2016,"09",5030.5,"Transportation and warehousing"
"2178",2016,"10",5046.4,"Transportation and warehousing"
"2179",2016,"11",5064.4,"Transportation and warehousing"
"2180",2016,"12",5103.8,"Transportation and warehousing"
"2181",2017,"01",5078,"Transportation and warehousing"
"2182",2017,"02",5101.7,"Transportation and warehousing"
"2183",2017,"03",5114.7,"Transportation and warehousing"
"2184",2017,"04",5130.7,"Transportation and warehousing"
"2185",2017,"05",5153.3,"Transportation and warehousing"
"2186",2017,"06",5166.2,"Transportation and warehousing"
