"","year","period","value_emp","sexs_code","industry_text"
"1454",2009,"09","        9023",0,"Nonagriculture industries"
"1455",2009,"10","        8922",0,"Nonagriculture industries"
"1456",2009,"11","        9016",0,"Nonagriculture industries"
"1457",2020,"05","        7945",0,"Nonagriculture industries"
"1458",2007,"10","        9365",0,"Nonagriculture industries"
"1459",2007,"11","        9309",0,"Nonagriculture industries"
"1460",2014,"07","        8482",0,"Nonagriculture industries"
"1461",2019,"11","        8856",0,"Nonagriculture industries"
"1462",2014,"01","        8546",0,"Nonagriculture industries"
"1463",2014,"02","        8654",0,"Nonagriculture industries"
"1464",2009,"02","        8970",0,"Nonagriculture industries"
"1465",2007,"08","        9512",0,"Nonagriculture industries"
"1466",2007,"09","        9510",0,"Nonagriculture industries"
"1467",2014,"05","        8370",0,"Nonagriculture industries"
"1468",2007,"07","        9662",0,"Nonagriculture industries"
"1469",2009,"06","        8898",0,"Nonagriculture industries"
"1470",2006,"04","        9619",0,"Nonagriculture industries"
"1471",2019,"12","        8821",0,"Nonagriculture industries"
"1472",2009,"12","        9090",0,"Nonagriculture industries"
"1473",2014,"06","        8432",0,"Nonagriculture industries"
"1474",2009,"05","        8956",0,"Nonagriculture industries"
"1475",2006,"05","        9617",0,"Nonagriculture industries"
"1476",2012,"12","        8993",0,"Nonagriculture industries"
"1477",2009,"04","        9041",0,"Nonagriculture industries"
"1478",2014,"03","        8584",0,"Nonagriculture industries"
"1479",2009,"08","        9093",0,"Nonagriculture industries"
"1480",2009,"07","        8884",0,"Nonagriculture industries"
"1481",2009,"03","        9202",0,"Nonagriculture industries"
"1482",2014,"04","        8486",0,"Nonagriculture industries"
"1483",2005,"10","        4202",0,"Nonagriculture industries"
"1484",2008,"11","        7183",0,"Nonagriculture industries"
"1485",2005,"11","        4138",0,"Nonagriculture industries"
"1486",2005,"09","        4598",0,"Nonagriculture industries"
"1487",2009,"03","        9041",0,"Nonagriculture industries"
"1488",2008,"12","        7918",0,"Nonagriculture industries"
"1489",2005,"08","        4429",0,"Nonagriculture industries"
"1490",2008,"10","        6553",0,"Nonagriculture industries"
"1491",2017,"07","        5241",0,"Nonagriculture industries"
"1492",2009,"01","        7911",0,"Nonagriculture industries"
"1493",2009,"02","        8697",0,"Nonagriculture industries"
"1494",2000,"01","        3105",0,"Nonagriculture industries"
"1495",2000,"02","        3058",0,"Nonagriculture industries"
"1496",2007,"09","        4437",0,"Nonagriculture industries"
"1497",2007,"10","        4213",0,"Nonagriculture industries"
"1498",2005,"07","        4350",0,"Nonagriculture industries"
"1499",2017,"06","        5227",0,"Nonagriculture industries"
"1500",2002,"01","        4008",0,"Nonagriculture industries"
"1501",2007,"08","        4514",0,"Nonagriculture industries"
"1502",2002,"03","        4026",0,"Nonagriculture industries"
"1503",2002,"04","        4134",0,"Nonagriculture industries"
"1504",2002,"05","        3987",0,"Nonagriculture industries"
"1505",2002,"02","        4173",0,"Nonagriculture industries"
"1506",2000,"04","        3089",0,"Nonagriculture industries"
"1507",2000,"05","        3169",0,"Nonagriculture industries"
"1508",2000,"06","        3122",0,"Nonagriculture industries"
"1509",2000,"03","        3117",0,"Nonagriculture industries"
"1510",2007,"06","        4258",0,"Nonagriculture industries"
"1511",2007,"07","        4335",0,"Nonagriculture industries"
"1512",2005,"06","        4361",0,"Nonagriculture industries"
"1513",2003,"02","        4718",0,"Nonagriculture industries"
"1514",2003,"03","        4548",0,"Nonagriculture industries"
"1515",2003,"04","        4706",0,"Nonagriculture industries"
"1516",2003,"05","        4453",0,"Nonagriculture industries"
"1517",2003,"06","        4475",0,"Nonagriculture industries"
"1518",2002,"06","        3953",0,"Nonagriculture industries"
"1519",2009,"04","        8821",0,"Nonagriculture industries"
"1520",2009,"05","        8964",0,"Nonagriculture industries"
"1521",2003,"10","        4700",0,"Nonagriculture industries"
"1522",2007,"05","        4395",0,"Nonagriculture industries"
"1523",2005,"04","        4172",0,"Nonagriculture industries"
"1524",2004,"01","        4596",0,"Nonagriculture industries"
"1525",2004,"02","        4436",0,"Nonagriculture industries"
"1526",2004,"03","        4636",0,"Nonagriculture industries"
"1527",2004,"04","        4479",0,"Nonagriculture industries"
"1528",2004,"05","        4524",0,"Nonagriculture industries"
"1529",2004,"06","        4373",0,"Nonagriculture industries"
"1530",2007,"11","        4430",0,"Nonagriculture industries"
"1531",2003,"07","        4561",0,"Nonagriculture industries"
"1532",2003,"08","        4334",0,"Nonagriculture industries"
"1533",2003,"09","        4754",0,"Nonagriculture industries"
"1534",2005,"01","        4284",0,"Nonagriculture industries"
"1535",2003,"11","        4772",0,"Nonagriculture industries"
"1536",2003,"12","        4673",0,"Nonagriculture industries"
"1537",2014,"12","        6760",0,"Nonagriculture industries"
"1538",2005,"05","        4239",0,"Nonagriculture industries"
"1539",2008,"09","        6071",0,"Nonagriculture industries"
"1540",2015,"03","        6552",0,"Nonagriculture industries"
"1541",2015,"04","        6526",0,"Nonagriculture industries"
"1542",2015,"05","        6512",0,"Nonagriculture industries"
"1543",2015,"06","        6258",0,"Nonagriculture industries"
"1544",2015,"07","        6143",0,"Nonagriculture industries"
"1545",2015,"08","        6315",0,"Nonagriculture industries"
"1546",2002,"07","        4024",0,"Nonagriculture industries"
"1547",2002,"08","        4181",0,"Nonagriculture industries"
"1548",2002,"09","        4224",0,"Nonagriculture industries"
"1549",2002,"10","        4233",0,"Nonagriculture industries"
"1550",2002,"11","        4265",0,"Nonagriculture industries"
"1551",2002,"12","        4254",0,"Nonagriculture industries"
"1552",2003,"01","        4483",0,"Nonagriculture industries"
"1553",2006,"06","        4214",0,"Nonagriculture industries"
"1554",2006,"07","        4192",0,"Nonagriculture industries"
"1555",2006,"08","        4114",0,"Nonagriculture industries"
"1556",2006,"09","        4002",0,"Nonagriculture industries"
"1557",2006,"10","        4305",0,"Nonagriculture industries"
"1558",2006,"11","        4089",0,"Nonagriculture industries"
"1559",2006,"12","        4113",0,"Nonagriculture industries"
"1560",2007,"01","        4186",0,"Nonagriculture industries"
"1561",2007,"02","        4096",0,"Nonagriculture industries"
"1562",2007,"03","        4178",0,"Nonagriculture industries"
"1563",2007,"04","        4240",0,"Nonagriculture industries"
"1564",2017,"03","        5411",0,"Nonagriculture industries"
"1565",2017,"04","        5222",0,"Nonagriculture industries"
"1566",2017,"05","        5192",0,"Nonagriculture industries"
"1567",2000,"10","        3057",0,"Nonagriculture industries"
"1568",2000,"11","        3385",0,"Nonagriculture industries"
"1569",2017,"08","        5150",0,"Nonagriculture industries"
"1570",2004,"07","        4356",0,"Nonagriculture industries"
"1571",2004,"08","        4347",0,"Nonagriculture industries"
"1572",2004,"09","        4406",0,"Nonagriculture industries"
"1573",2004,"12","        4339",0,"Nonagriculture industries"
"1574",2004,"11","        4416",0,"Nonagriculture industries"
"1575",2005,"02","        4153",0,"Nonagriculture industries"
"1576",2005,"03","        4317",0,"Nonagriculture industries"
"1577",2008,"06","        5440",0,"Nonagriculture industries"
"1578",2015,"01","        6693",0,"Nonagriculture industries"
"1579",2015,"02","        6569",0,"Nonagriculture industries"
"1580",2018,"08","        4301",0,"Nonagriculture industries"
"1581",2018,"09","        4574",0,"Nonagriculture industries"
"1582",2018,"10","        4520",0,"Nonagriculture industries"
"1583",2018,"11","        4703",0,"Nonagriculture industries"
"1584",2018,"12","        4570",0,"Nonagriculture industries"
"1585",2019,"01","        5032",0,"Nonagriculture industries"
"1586",2019,"02","        4220",0,"Nonagriculture industries"
"1587",2019,"03","        4446",0,"Nonagriculture industries"
"1588",2019,"04","        4645",0,"Nonagriculture industries"
"1589",2019,"05","        4269",0,"Nonagriculture industries"
"1590",2009,"06","        8900",0,"Nonagriculture industries"
"1591",2009,"07","        8742",0,"Nonagriculture industries"
"1592",2009,"08","        8904",0,"Nonagriculture industries"
"1593",2009,"09","        8718",0,"Nonagriculture industries"
"1594",2009,"10","        8821",0,"Nonagriculture industries"
"1595",2009,"11","        9018",0,"Nonagriculture industries"
"1596",2009,"12","        8996",0,"Nonagriculture industries"
"1597",2010,"01","        8423",0,"Nonagriculture industries"
"1598",2010,"02","        8786",0,"Nonagriculture industries"
"1599",2010,"03","        9126",0,"Nonagriculture industries"
"1600",2010,"04","        9093",0,"Nonagriculture industries"
"1601",2010,"05","        8697",0,"Nonagriculture industries"
"1602",2010,"06","        8439",0,"Nonagriculture industries"
"1603",2010,"07","        8361",0,"Nonagriculture industries"
"1604",2000,"07","        3051",0,"Nonagriculture industries"
"1605",2000,"08","        3122",0,"Nonagriculture industries"
"1606",2000,"09","        3121",0,"Nonagriculture industries"
"1607",2014,"02","        7178",0,"Nonagriculture industries"
"1608",2014,"03","        7343",0,"Nonagriculture industries"
"1609",2000,"12","        3172",0,"Nonagriculture industries"
"1610",2017,"09","        5086",0,"Nonagriculture industries"
"1611",2017,"10","        4840",0,"Nonagriculture industries"
"1612",2007,"12","        4525",0,"Nonagriculture industries"
"1613",2008,"01","        4755",0,"Nonagriculture industries"
"1614",2008,"02","        4805",0,"Nonagriculture industries"
"1615",2014,"10","        6943",0,"Nonagriculture industries"
"1616",2014,"11","        6777",0,"Nonagriculture industries"
"1617",2001,"08","        3340",0,"Nonagriculture industries"
"1618",2008,"07","        5795",0,"Nonagriculture industries"
"1619",2008,"08","        5766",0,"Nonagriculture industries"
"1620",2001,"12","        4339",0,"Nonagriculture industries"
"1621",2011,"12","        8030",0,"Nonagriculture industries"
"1622",2012,"01","        8174",0,"Nonagriculture industries"
"1623",2012,"02","        8104",0,"Nonagriculture industries"
"1624",2012,"03","        7680",0,"Nonagriculture industries"
"1625",2012,"04","        7793",0,"Nonagriculture industries"
"1626",2012,"05","        7983",0,"Nonagriculture industries"
"1627",2012,"06","        7946",0,"Nonagriculture industries"
"1628",2012,"07","        7972",0,"Nonagriculture industries"
"1629",2012,"08","        7842",0,"Nonagriculture industries"
"1630",2012,"09","        8528",0,"Nonagriculture industries"
"1631",2012,"10","        8079",0,"Nonagriculture industries"
"1632",2012,"11","        8066",0,"Nonagriculture industries"
"1633",2012,"12","        7844",0,"Nonagriculture industries"
"1634",2013,"01","        8069",0,"Nonagriculture industries"
"1635",2013,"02","        8061",0,"Nonagriculture industries"
"1636",2013,"03","        7632",0,"Nonagriculture industries"
"1637",2013,"04","        7837",0,"Nonagriculture industries"
"1638",2013,"05","        7812",0,"Nonagriculture industries"
"1639",2013,"06","        7988",0,"Nonagriculture industries"
"1640",2013,"07","        7961",0,"Nonagriculture industries"
"1641",2013,"08","        7677",0,"Nonagriculture industries"
"1642",2013,"09","        7656",0,"Nonagriculture industries"
"1643",2013,"10","        7844",0,"Nonagriculture industries"
"1644",2013,"11","        7627",0,"Nonagriculture industries"
"1645",2013,"12","        7711",0,"Nonagriculture industries"
"1646",2014,"01","        7180",0,"Nonagriculture industries"
"1647",2010,"10","        8688",0,"Nonagriculture industries"
"1648",2010,"11","        8730",0,"Nonagriculture industries"
"1649",2014,"04","        7376",0,"Nonagriculture industries"
"1650",2014,"05","        7177",0,"Nonagriculture industries"
"1651",2014,"06","        7319",0,"Nonagriculture industries"
"1652",2014,"07","        7288",0,"Nonagriculture industries"
"1653",2014,"08","        7102",0,"Nonagriculture industries"
"1654",2004,"10","        4715",0,"Nonagriculture industries"
"1655",2014,"09","        6905",0,"Nonagriculture industries"
"1656",2008,"03","        4795",0,"Nonagriculture industries"
"1657",2008,"04","        5130",0,"Nonagriculture industries"
"1658",2008,"05","        5221",0,"Nonagriculture industries"
"1659",2018,"04","        4862",0,"Nonagriculture industries"
"1660",2018,"05","        4875",0,"Nonagriculture industries"
"1661",2018,"06","        4682",0,"Nonagriculture industries"
"1662",2018,"07","        4541",0,"Nonagriculture industries"
"1663",2016,"06","        5658",0,"Nonagriculture industries"
"1664",2016,"07","        5837",0,"Nonagriculture industries"
"1665",2016,"08","        5863",0,"Nonagriculture industries"
"1666",2016,"09","        5820",0,"Nonagriculture industries"
"1667",2015,"09","        5952",0,"Nonagriculture industries"
"1668",2005,"12","        4021",0,"Nonagriculture industries"
"1669",2006,"01","        4042",0,"Nonagriculture industries"
