"","year","period","industry_text","value_earnings","value_jo","value_hi","value_ts","value_qu","value_dl","turnover","growth"
"1069",2007,"10","Financial activities",8308,269,249,264,149,99,"low_turnover","low_growth"
"1070",2007,"10","Government",22297,425,330,316,159,106,"low_turnover","medium_growth"
"1071",2007,"10","Information",3028,111,68,72,41,21,"low_turnover","low_growth"
"1072",2007,"10","Leisure and hospitality",13499,608,935,914,622,267,"high_turnover","medium_growth"
"1073",2007,"10","Manufacturing",13764,291,388,407,201,183,"medium_turnover","low_growth"
"1074",2007,"10","Mining and logging",727,13,23,24,13,9,"low_turnover","low_growth"
"1075",2007,"10","Other services",5494,220,197,186,122,51,"low_turnover","low_growth"
"1076",2007,"10","Professional and business services",18058,1049,1102,1037,505,461,"high_turnover","high_growth"
"1077",2007,"10","Retail trade",15518.4,442,804,801,506,257,"high_turnover","high_growth"
"1078",2007,"10","Total private",115877,4251,5068,4956,2774,1900,"high_turnover","high_growth"
"1079",2007,"10","Trade, transportation, and utilities",26585,778,1143,1131,659,405,"high_turnover","high_growth"
"1080",2007,"11","Construction",7523,107,375,421,160,238,"medium_turnover","low_growth"
"1081",2007,"11","Education and health services",18875,765,557,529,315,177,"high_turnover","high_growth"
"1082",2007,"11","Financial activities",8293,226,233,219,120,76,"low_turnover","low_growth"
"1083",2007,"11","Government",22334,438,337,307,157,94,"low_turnover","medium_growth"
"1084",2007,"11","Information",3025,119,62,69,44,19,"low_turnover","low_growth"
"1085",2007,"11","Leisure and hospitality",13535,635,901,862,594,244,"high_turnover","medium_growth"
"1086",2007,"11","Manufacturing",13757,279,384,406,192,183,"medium_turnover","low_growth"
"1087",2007,"11","Mining and logging",735,13,32,26,14,10,"low_turnover","low_growth"
"1088",2007,"11","Other services",5505,183,188,190,97,83,"low_turnover","low_growth"
"1089",2007,"11","Professional and business services",18059,995,975,989,498,428,"high_turnover","high_growth"
"1090",2007,"11","Retail trade",15578.9,485,828,777,444,274,"high_turnover","high_growth"
"1091",2007,"11","Total private",115950,4099,4839,4786,2616,1873,"high_turnover","high_growth"
"1092",2007,"11","Trade, transportation, and utilities",26643,777,1131,1075,583,416,"high_turnover","high_growth"
"1093",2007,"12","Construction",7490,106,381,419,142,258,"medium_turnover","low_growth"
"1094",2007,"12","Education and health services",18924,779,508,462,293,126,"medium_turnover","high_growth"
"1095",2007,"12","Financial activities",8282,250,237,224,105,99,"low_turnover","low_growth"
"1096",2007,"12","Government",22376,426,348,309,148,106,"low_turnover","medium_growth"
"1097",2007,"12","Information",3024,98,68,70,44,22,"low_turnover","low_growth"
"1098",2007,"12","Leisure and hospitality",13550,582,890,893,590,281,"high_turnover","medium_growth"
"1099",2007,"12","Manufacturing",13746,272,356,379,202,154,"medium_turnover","low_growth"
"1100",2007,"12","Mining and logging",740,18,30,27,14,8,"low_turnover","low_growth"
"1101",2007,"12","Other services",5516,139,227,201,126,69,"low_turnover","low_growth"
"1102",2007,"12","Professional and business services",18104,1036,991,923,427,426,"high_turnover","high_growth"
"1103",2007,"12","Retail trade",15577.4,417,814,832,520,255,"high_turnover","high_growth"
"1104",2007,"12","Total private",116016,3974,4771,4732,2616,1816,"high_turnover","high_growth"
"1105",2007,"12","Trade, transportation, and utilities",26640,694,1083,1134,674,374,"high_turnover","high_growth"
"1106",2008,"01","Construction",7476,145,383,420,146,256,"medium_turnover","low_growth"
"1107",2008,"01","Education and health services",18978,748,574,524,316,175,"high_turnover","high_growth"
"1108",2008,"01","Financial activities",8277,395,251,272,172,85,"low_turnover","medium_growth"
"1109",2008,"01","Government",22388,401,309,305,149,104,"low_turnover","medium_growth"
"1110",2008,"01","Information",3025,83,82,79,48,25,"low_turnover","low_growth"
"1111",2008,"01","Leisure and hospitality",13542,574,848,880,588,251,"high_turnover","medium_growth"
"1112",2008,"01","Manufacturing",13725,288,333,367,191,149,"medium_turnover","low_growth"
"1113",2008,"01","Mining and logging",746,15,38,30,17,9,"low_turnover","low_growth"
"1114",2008,"01","Other services",5522,187,180,175,113,60,"low_turnover","low_growth"
"1115",2008,"01","Professional and business services",18094,988,1016,1022,460,496,"high_turnover","high_growth"
"1116",2008,"01","Retail trade",15568.5,450,749,780,487,246,"high_turnover","high_growth"
"1117",2008,"01","Total private",116015,4202,4762,4889,2703,1906,"high_turnover","high_growth"
"1118",2008,"01","Trade, transportation, and utilities",26630,779,1058,1120,652,400,"high_turnover","high_growth"
"1119",2008,"02","Construction",7453,121,384,403,158,233,"medium_turnover","low_growth"
"1120",2008,"02","Education and health services",19018,802,571,531,308,179,"high_turnover","high_growth"
"1121",2008,"02","Financial activities",8268,233,236,247,141,78,"low_turnover","low_growth"
"1122",2008,"02","Government",22417,427,322,290,149,88,"low_turnover","medium_growth"
"1123",2008,"02","Information",3019,62,67,74,47,22,"low_turnover","low_growth"
"1124",2008,"02","Leisure and hospitality",13543,552,920,936,560,363,"high_turnover","medium_growth"
"1125",2008,"02","Manufacturing",13696,263,318,361,189,146,"medium_turnover","low_growth"
"1126",2008,"02","Mining and logging",748,15,32,33,15,15,"low_turnover","low_growth"
"1127",2008,"02","Other services",5533,135,186,181,105,69,"low_turnover","low_growth"
"1128",2008,"02","Professional and business services",18046,967,975,1045,585,402,"high_turnover","high_growth"
"1129",2008,"02","Retail trade",15527.5,390,748,761,429,269,"high_turnover","high_growth"
"1130",2008,"02","Total private",115907,3806,4755,4894,2717,1902,"high_turnover","high_growth"
"1131",2008,"02","Trade, transportation, and utilities",26583,654,1065,1084,609,395,"high_turnover","high_growth"
"1132",2008,"03","Construction",7406,108,396,423,128,275,"medium_turnover","low_growth"
"1133",2008,"03","Education and health services",19068,789,568,521,316,168,"medium_turnover","high_growth"
"1134",2008,"03","Financial activities",8267,251,219,226,127,80,"low_turnover","low_growth"
"1135",2008,"03","Government",22443,434,332,294,139,104,"low_turnover","medium_growth"
"1136",2008,"03","Information",3021,80,70,74,35,35,"low_turnover","low_growth"
"1137",2008,"03","Leisure and hospitality",13531,583,844,837,554,264,"high_turnover","medium_growth"
"1138",2008,"03","Manufacturing",13659,245,317,362,186,136,"medium_turnover","low_growth"
"1139",2008,"03","Mining and logging",755,13,30,24,13,8,"low_turnover","low_growth"
"1140",2008,"03","Other services",5539,143,192,188,108,75,"low_turnover","low_growth"
"1141",2008,"03","Professional and business services",18005,920,922,934,467,395,"high_turnover","high_growth"
"1142",2008,"03","Retail trade",15534.5,409,733,731,414,252,"high_turnover","high_growth"
"1143",2008,"03","Total private",115832,3772,4592,4616,2514,1802,"high_turnover","high_growth"
"1144",2008,"03","Trade, transportation, and utilities",26581,641,1035,1028,579,366,"high_turnover","high_growth"
"1145",2008,"04","Construction",7327,122,399,475,161,277,"medium_turnover","low_growth"
"1146",2008,"04","Education and health services",19126,723,576,520,335,142,"medium_turnover","high_growth"
"1147",2008,"04","Financial activities",8256,221,244,265,135,105,"low_turnover","low_growth"
"1148",2008,"04","Government",22450,431,303,304,147,106,"low_turnover","medium_growth"
"1149",2008,"04","Information",3012,94,67,75,38,28,"low_turnover","low_growth"
"1150",2008,"04","Leisure and hospitality",13511,549,848,847,548,269,"high_turnover","medium_growth"
"1151",2008,"04","Manufacturing",13599,290,347,407,184,196,"medium_turnover","low_growth"
"1152",2008,"04","Mining and logging",755,17,32,29,14,11,"low_turnover","low_growth"
"1153",2008,"04","Other services",5540,185,196,191,119,59,"low_turnover","low_growth"
"1154",2008,"04","Professional and business services",17996,838,909,973,526,401,"high_turnover","high_growth"
"1155",2008,"04","Retail trade",15433.6,427,714,779,470,228,"high_turnover","high_growth"
"1156",2008,"04","Total private",115585,3693,4645,4878,2693,1852,"high_turnover","high_growth"
"1157",2008,"04","Trade, transportation, and utilities",26463,653,1025,1095,633,363,"high_turnover","high_growth"
"1158",2008,"05","Construction",7274,189,364,407,134,257,"medium_turnover","low_growth"
"1159",2008,"05","Education and health services",19166,738,549,492,261,191,"high_turnover","high_growth"
"1160",2008,"05","Financial activities",8248,212,196,218,124,77,"low_turnover","low_growth"
"1161",2008,"05","Government",22483,450,321,284,136,102,"low_turnover","medium_growth"
"1162",2008,"05","Information",3008,76,60,61,37,19,"low_turnover","low_growth"
"1163",2008,"05","Leisure and hospitality",13498,555,907,890,579,280,"high_turnover","medium_growth"
"1164",2008,"05","Manufacturing",13564,285,321,359,162,175,"medium_turnover","low_growth"
"1165",2008,"05","Mining and logging",761,15,30,24,15,8,"low_turnover","low_growth"
"1166",2008,"05","Other services",5536,190,219,226,116,108,"low_turnover","low_growth"
"1167",2008,"05","Professional and business services",17936,821,802,862,440,374,"high_turnover","high_growth"
"1168",2008,"05","Retail trade",15379.2,450,643,718,436,244,"high_turnover","high_growth"
"1169",2008,"05","Total private",115375,3787,4371,4556,2473,1846,"high_turnover","high_growth"
"1170",2008,"05","Trade, transportation, and utilities",26384,707,925,1017,605,358,"high_turnover","high_growth"
"1171",2008,"06","Construction",7213,145,379,450,137,295,"medium_turnover","low_growth"
"1172",2008,"06","Education and health services",19224,758,538,486,283,174,"high_turnover","high_growth"
"1173",2008,"06","Financial activities",8236,178,216,209,115,83,"low_turnover","low_growth"
"1174",2008,"06","Government",22517,441,331,283,135,100,"low_turnover","medium_growth"
"1175",2008,"06","Information",3001,95,69,76,33,37,"low_turnover","low_growth"
"1176",2008,"06","Leisure and hospitality",13482,471,802,831,547,254,"high_turnover","medium_growth"
"1177",2008,"06","Manufacturing",13504,245,313,384,164,197,"medium_turnover","low_growth"
"1178",2008,"06","Mining and logging",766,16,37,30,17,12,"low_turnover","low_growth"
"1179",2008,"06","Other services",5525,156,168,175,117,54,"low_turnover","low_growth"
"1180",2008,"06","Professional and business services",17896,736,986,1002,500,450,"high_turnover","high_growth"
"1181",2008,"06","Retail trade",15342.8,376,741,796,399,349,"high_turnover","medium_growth"
"1182",2008,"06","Total private",115170,3408,4562,4760,2462,2053,"high_turnover","high_growth"
"1183",2008,"06","Trade, transportation, and utilities",26323,608,1056,1115,548,497,"high_turnover","high_growth"
"1184",2008,"07","Construction",7160,132,391,462,192,263,"high_turnover","low_growth"
"1185",2008,"07","Education and health services",19275,764,552,500,293,176,"high_turnover","high_growth"
"1186",2008,"07","Financial activities",8219,206,208,232,104,106,"low_turnover","low_growth"
"1187",2008,"07","Government",22568,409,304,263,128,90,"low_turnover","medium_growth"
"1188",2008,"07","Information",2987,70,49,61,34,18,"low_turnover","low_growth"
"1189",2008,"07","Leisure and hospitality",13463,440,807,833,528,272,"high_turnover","medium_growth"
"1190",2008,"07","Manufacturing",13430,260,255,324,135,164,"low_turnover","low_growth"
"1191",2008,"07","Mining and logging",770,31,31,27,13,12,"low_turnover","low_growth"
"1192",2008,"07","Other services",5521,186,185,190,93,94,"low_turnover","low_growth"
"1193",2008,"07","Professional and business services",17835,665,847,899,422,422,"high_turnover","high_growth"
"1194",2008,"07","Retail trade",15307.4,398,719,762,400,323,"high_turnover","high_growth"
"1195",2008,"07","Total private",114923,3391,4332,4606,2366,1986,"high_turnover","high_growth"
"1196",2008,"07","Trade, transportation, and utilities",26263,636,1007,1079,552,458,"high_turnover","high_growth"
"1197",2008,"08","Construction",7114,88,403,450,162,272,"medium_turnover","medium_growth"
"1198",2008,"08","Education and health services",19337,707,540,506,283,173,"high_turnover","high_growth"
"1199",2008,"08","Financial activities",8205,203,212,227,104,101,"low_turnover","low_growth"
"1200",2008,"08","Government",22567,391,292,300,149,102,"low_turnover","medium_growth"
"1201",2008,"08","Information",2973,77,47,62,40,20,"low_turnover","low_growth"
"1202",2008,"08","Leisure and hospitality",13431,431,838,877,504,351,"high_turnover","medium_growth"
"1203",2008,"08","Manufacturing",13358,259,283,336,139,174,"medium_turnover","low_growth"
"1204",2008,"08","Mining and logging",778,21,34,24,14,8,"low_turnover","low_growth"
"1205",2008,"08","Other services",5513,208,185,187,100,84,"low_turnover","low_growth"
"1206",2008,"08","Professional and business services",17771,659,849,938,384,454,"high_turnover","high_growth"
"1207",2008,"08","Retail trade",15249,441,701,775,438,285,"high_turnover","high_growth"
"1208",2008,"08","Total private",114646,3318,4390,4714,2304,2083,"high_turnover","high_growth"
"1209",2008,"08","Trade, transportation, and utilities",26166,667,1000,1107,574,444,"high_turnover","high_growth"
"1210",2008,"09","Construction",7044,115,333,400,120,269,"medium_turnover","low_growth"
"1211",2008,"09","Education and health services",19343,606,509,479,286,158,"medium_turnover","high_growth"
"1212",2008,"09","Financial activities",8172,200,220,254,132,96,"low_turnover","low_growth"
"1213",2008,"09","Government",22537,383,281,288,137,99,"low_turnover","medium_growth"
"1214",2008,"09","Information",2961,59,65,76,31,40,"low_turnover","low_growth"
"1215",2008,"09","Leisure and hospitality",13379,410,795,845,520,304,"high_turnover","medium_growth"
